controlId,title,family,description,subFamily
END-04.5,Malware Protection Mechanism Testing,Endpoint Security,"Mechanisms exist to test antimalware technologies by introducing a known benign, non-spreading test case into the system and subsequently verifying that both detection of the test case and associated incident reporting occurs.",Detect
END-04.6,Evolving Malware Threats,Endpoint Security,Mechanisms exist to perform periodic evaluations evolving malware threats to assess systems that are generally not considered to be commonly affected by malicious software.,Detect
END-04.7,Always On Protection,Endpoint Security,"Mechanisms exist to ensure that anti-malware technologies are continuously running in real-time and cannot be disabled or altered by non-privileged users, unless specifically authorized by management on a case-by-case basis for a limited time period.",Detect
END-05,Software Firewall,Endpoint Security,"Mechanisms exist to utilize host-based firewall software, or a similar technology, on all endpoint devices, where technically feasible.",Protect
END-06,Endpoint File Integrity Monitoring (FIM),Endpoint Security,"Mechanisms exist to utilize File Integrity Monitor (FIM), or similar technologies, to detect and report on unauthorized changes to selected files and configuration settings.",Protect
END-06.1,Integrity Checks,Endpoint Security,Mechanisms exist to validate configurations through integrity checking of software and firmware.,Detect
END-06.2,Endpoint Detection & Response (EDR),Endpoint Security,Mechanisms exist to detect and respond to unauthorized configuration changes as cybersecurity incidents.,Respond
END-06.3,Automated Notifications of Integrity Violations,Endpoint Security,Automated mechanisms exist to alert incident response personnel upon discovering discrepancies during integrity verification.,Respond
END-06.4,Automated Response to Integrity Violations,Endpoint Security,Automated mechanisms exist to implement remediation actions when integrity violations are discovered.,Respond
END-06.5,Boot Process Integrity,Endpoint Security,Automated mechanisms exist to verify the integrity of the boot process of systems.,Protect
END-06.6,Protection of Boot Firmware,Endpoint Security,Automated mechanisms exist to protect the integrity of boot firmware in systems.,Protect
END-06.7,Binary or Machine-Executable Code,Endpoint Security,Mechanisms exist to prohibit the use of binary or machine-executable code from sources with limited or no warranty and without access to source code.,Protect
END-06.8,Extended Detection & Response (XDR),Endpoint Security,"Mechanisms exist to implement Extended Detection & Response (XDR) technologies to correlate data and respond to threats across multiple security layers, including: (1) Endpoints; (2) On-premises networks; (3) Cloud-based networks; (4) Electronic communications; (5) Applications; and (6) Services.",Protect
END-07,Host Intrusion Detection and Prevention Systems (HIDS / HIPS),Endpoint Security,"Mechanisms exist to utilize Host-based Intrusion Detection / Prevention Systems (HIDS / HIPS), or similar technologies, to monitor for and protect against anomalous host activity, including lateral movement across the network.",Protect
END-08,Phishing & Spam Protection,Endpoint Security,Mechanisms exist to utilize anti-phishing and spam protection technologies to detect and take action on unsolicited messages transported by electronic mail.,Protect
END-08.1,Central Management,Endpoint Security,Mechanisms exist to centrally-manage anti-phishing and spam protection technologies.,Protect
END-08.2,Automatic Spam and Phishing Protection Updates,Endpoint Security,Mechanisms exist to automatically update anti-phishing and spam protection technologies when new releases are available in accordance with configuration and change management practices.,Protect
END-09,Trusted Path,Endpoint Security,Mechanisms exist to establish a trusted communications path between the user and the security functions of the operating system.,Protect
END-10,Mobile Code,Endpoint Security,Mechanisms exist to address mobile code / operating system-independent applications.,Detect
END-11,Thin Nodes,Endpoint Security,Mechanisms exist to configure thin nodes to have minimal functionality and information storage.,Protect
END-12,Port & Input / Output (I/O) Device Access,Endpoint Security,Mechanisms exist to physically disable or remove unnecessary connection ports or input/output devices from sensitive systems.,Protect
END-13,Sensor Capability,Endpoint Security,Mechanisms exist to configure embedded sensors on systems to: (1) Prohibit the remote activation of sensing capabilities; and (2) Provide an explicit indication of sensor use to users.,Protect
END-13.1,Authorized Use,Endpoint Security,Mechanisms exist to utilize organization-defined measures so that data or information collected by sensors is only used for authorized purposes.,Protect
END-13.2,Notice of Collection,Endpoint Security,Mechanisms exist to notify individuals that Personal Data (PD) is collected by sensors.,Identify
END-13.3,Collection Minimization,Endpoint Security,Mechanisms exist to utilize sensors that are configured to minimize the collection of information about individuals.,Protect
END-13.4,Sensor Delivery Verification,Endpoint Security,Mechanisms exist to verify embedded technology sensors are configured so that data collected by the sensor(s) is only reported to authorized individuals or roles.,Protect
END-14,Collaborative Computing Devices,Endpoint Security,Mechanisms exist to unplug or prohibit the remote activation of collaborative computing devices with the following exceptions: (1) Networked whiteboards; (2) Video teleconference cameras; and (3) Teleconference microphones.,Protect
END-14.1,Disabling / Removal In Secure Work Areas,Endpoint Security,Mechanisms exist to disable or remove collaborative computing devices from critical systems and secure work areas.,Protect
END-14.2,Explicitly Indicate Current Participants,Endpoint Security,Automated mechanisms exist to provide an explicit indication of current participants in online meetings and teleconferences.,Protect
END-14.3,Participant Identity Verification,Endpoint Security,Mechanisms exist to verify individual identities to ensure that access to virtual meetings is limited to appropriate individuals.,Protect
END-14.4,Participant Connection Management,Endpoint Security,Mechanisms exist to ensure the meeting host can positively control an individual's participation in virtual meetings.,Protect
END-14.5,Malicious Link & File Protections,Endpoint Security,Automated mechanisms exist to detect malicious links and/or files in communications and prevent users from accessing those malicious links and/or files.,Protect
END-14.6,Explicit Indication Of Use,Endpoint Security,Mechanisms exist to configure collaborative computing devices to provide physically-present individuals with an explicit indication of use.,Protect
END-15,Hypervisor Access,Endpoint Security,Mechanisms exist to restrict access to hypervisor management functions or administrative consoles for systems hosting virtualized systems.,Protect
END-16,Restrict Access To Security Functions,Endpoint Security,Mechanisms exist to ensure security functions are restricted to authorized individuals and enforce least privilege control requirements for necessary job functions.,Protect
END-16.1,Host-Based Security Function Isolation,Endpoint Security,Mechanisms exist to implement underlying software separation mechanisms to facilitate security function isolation.,Protect
HRS-01,Human Resources Security Management,Human Resources Security,Mechanisms exist to facilitate the implementation of personnel security controls.,Govern
HRS-01.1,"Onboarding, Transferring & Offboarding Personnel",Human Resources Security,"Mechanisms exist to proactively govern the following personnel management actions: (1) Onboarding new personnel (e.g., new hires); (2) Transferring personnel into new roles within the organization; and (3) Offboarding personnel (e.g., termination of employment).",Govern
HRS-02,Position Categorization,Human Resources Security,Mechanisms exist to manage personnel security risk by assigning a risk designation to all positions and establishing screening criteria for individuals filling those positions.,Identify
HRS-02.1,Users With Elevated Privileges,Human Resources Security,"Mechanisms exist to ensure that every user accessing Technology Assets, Applications and/or Services (TAAS) that process, store and/or transmit sensitive/regulated data is cleared and regularly trained to handle the information in question.",Identify
HRS-02.2,Probationary Periods,Human Resources Security,Mechanisms exist to identify newly onboarded personnel for enhanced monitoring during their probationary period.,Detect
HRS-03,Defined Roles & Responsibilities,Human Resources Security,Mechanisms exist to define cybersecurity roles & responsibilities for all personnel.,Identify
HRS-03.1,User Awareness,Human Resources Security,Mechanisms exist to communicate with users about their roles and responsibilities to maintain a safe and secure working environment.,Identify
HRS-03.2,Competency Requirements for Security-Related Positions,Human Resources Security,Mechanisms exist to ensure that all security-related positions are staffed by qualified individuals who have the necessary skill set.,Identify
HRS-04,Personnel Screening,Human Resources Security,Mechanisms exist to manage personnel security risk by screening individuals prior to authorizing access.,Identify
HRS-04.1,Roles With Special Protection Measures,Human Resources Security,"Mechanisms exist to ensure that individuals accessing a system that stores, transmits or processes information requiring special protection satisfy organization-defined personnel screening criteria.",Identify
HRS-04.2,Formal Indoctrination,Human Resources Security,Mechanisms exist to formally educate authorized users on proper data handling practices for all the relevant types of data to which they have access.,Identify
HRS-04.3,Citizenship Requirements,Human Resources Security,"Mechanisms exist to verify that individuals accessing a system processing, storing, or transmitting sensitive information meet applicable statutory, regulatory and/or contractual requirements for citizenship.",Identify
HRS-04.4,Citizenship Identification,Human Resources Security,"Mechanisms exist to identify foreign nationals, including by their specific citizenship.",Identify
HRS-05,Terms of Employment,Human Resources Security,Mechanisms exist to require all employees and contractors to apply cybersecurity and data protection principles in their daily work.,Identify
HRS-05.1,Rules of Behavior,Human Resources Security,"Mechanisms exist to define acceptable and unacceptable rules of behavior for the use of technologies, including consequences for unacceptable behavior.",Identify
HRS-05.2,Social Media & Social Networking Restrictions,Human Resources Security,"Mechanisms exist to define rules of behavior that contain explicit restrictions on the use of social media and networking sites, posting information on commercial websites and sharing account information.",Identify
HRS-05.3,Technology Use Restrictions,Human Resources Security,"Mechanisms exist to establish usage restrictions and implementation guidance for organizational technologies based on the potential to cause damage to Technology Assets, Applications and/or Services (TAAS), if used maliciously.",Identify
HRS-05.4,Use of Critical Technologies,Human Resources Security,Mechanisms exist to govern usage policies for critical technologies.,Identify
HRS-05.5,Use of Mobile Devices,Human Resources Security,Mechanisms exist to manage business risks associated with permitting mobile device access to organizational resources.,Identify
HRS-05.6,Security-Minded Dress Code,Human Resources Security,"Mechanisms exist to prohibit the use of oversized clothing (e.g., baggy pants, oversized hooded sweatshirts, etc.) to prevent the unauthorized exfiltration of data and technology assets.",Protect
HRS-05.7,Policy Familiarization & Acknowledgement,Human Resources Security,Mechanisms exist to ensure personnel receive recurring familiarization with the organization's cybersecurity and data protection policies and provide acknowledgement.,Identify
HRS-06,Access Agreements,Human Resources Security,Mechanisms exist to require internal and third-party users to sign appropriate access agreements prior to being granted access.,Identify
HRS-06.1,Confidentiality Agreements,Human Resources Security,"Mechanisms exist to require Non-Disclosure Agreements (NDAs) or similar confidentiality agreements that reflect the needs to protect data and operational details, or both employees and third-parties.",Identify
HRS-06.2,Post-Employment Requirements Awareness,Human Resources Security,"Mechanisms exist to notify individuals of their applicable, legally-binding post-employment requirements for the protection of sensitive/regulated data.",Protect
HRS-07,Personnel Sanctions,Human Resources Security,"Mechanisms exist to sanction personnel failing to comply with established security policies, standards and procedures.",Respond
HRS-07.1,Workplace Investigations,Human Resources Security,Mechanisms exist to conduct employee misconduct investigations when there is reasonable assurance that a policy has been violated.,Respond
HRS-07.2,Updating Disciplinary Processes,Human Resources Security,"Mechanisms exist to periodically review and, where appropriate, update disciplinary practices due to: (1) Legal changes; (2) Significant changes to operations; and (3) Applicable threats and risks.",Identify
HRS-07.3,Preventative Access Restriction,Human Resources Security,Mechanisms exist to proactively restrict logical and physical access when an individual with access to sensitive/regulated data is under investigation for personnel sanctions that may lead to employment termination.,Protect
HRS-08,Personnel Transfer,Human Resources Security,"Mechanisms exist to adjust logical and physical access authorizations to Technology Assets, Applications and/or Services (TAAS) and facilities upon personnel reassignment or transfer, in a timely manner.",Identify
HRS-09,Personnel Termination,Human Resources Security,Mechanisms exist to govern the termination of individual employment.,Protect
HRS-09.1,Asset Collection,Human Resources Security,Mechanisms exist to retrieve organization-owned assets upon termination of an individual's employment.,Protect
HRS-09.2,High-Risk Terminations,Human Resources Security,"Mechanisms exist to expedite the process of removing ""high risk"" individual’s access to Technology Assets, Applications, Services and/or Data (TAASD) upon termination, as determined by management.",Protect
HRS-09.3,Post-Employment Requirements Notification,Human Resources Security,"Mechanisms exist to govern former employee behavior by formally notifying terminated individuals of their applicable, legally binding post-employment requirements for the protection of sensitive/regulated data.",Protect
HRS-09.4,Automated Employment Status Notifications,Human Resources Security,Automated mechanisms exist to notify Identity and Access Management (IAM) personnel or roles upon termination of an individual employment or contract.,Protect
HRS-10,Third-Party Personnel Security,Human Resources Security,Mechanisms exist to govern third-party personnel by reviewing and monitoring third-party cybersecurity and data protection roles and responsibilities.,Identify
HRS-11,Separation of Duties (SoD),Human Resources Security,Mechanisms exist to implement and maintain Separation of Duties (SoD) to prevent potential inappropriate activity without collusion.,Protect
HRS-12,Incompatible Roles,Human Resources Security,"Mechanisms exist to avoid incompatible development-specific roles through limiting and reviewing developer privileges to change hardware, software and firmware components within a production/operational environment.",Protect
HRS-12.1,Two-Person Rule,Human Resources Security,"Mechanisms exist to enforce a two-person rule for implementing changes to sensitive Technology Assets, Applications and/or Services (TAAS).",Protect
HRS-13,Identify Critical Skills & Gaps,Human Resources Security,Mechanisms exist to evaluate the critical cybersecurity and data protection skills needed to support the organization's mission and identify gaps that exist.,Protect
HRS-13.1,Remediate Identified Skills Deficiencies,Human Resources Security,Mechanisms exist to remediate critical skills deficiencies necessary to support the organization's mission and business functions.,Protect
HRS-13.2,Identify Vital Cybersecurity & Data Privacy Staff,Human Resources Security,Mechanisms exist to identify vital cybersecurity and data privacy staff.,Protect
HRS-13.3,Establish Redundancy for Vital Cybersecurity & Data Privacy Staff,Human Resources Security,Mechanisms exist to establish redundancy for vital cybersecurity and data privacy staff.,Protect
HRS-13.4,Perform Succession Planning,Human Resources Security,Mechanisms exist to perform succession planning for vital cybersecurity and data privacy roles.,Protect
HRS-14,Identifying Authorized Work Locations,Human Resources Security,"Mechanisms exist to identify and document authorized working locations, including: (1) Designated on-premises, organization-controlled work locations; and (2) Other off-premises locations not under organization-control (e.g., work from home).",Protect
HRS-14.1,Communicating Authorized Work Locations,Human Resources Security,Mechanisms exist to communicate authorized work locations to organizational personnel.,Protect
HRS-15,Reporting Suspicious Activities,Human Resources Security,"Mechanisms exist to enable personnel to report suspicious activities and/or behavior without fear of reprisal or other negative consequences (e.g., whistleblower protections).",Protect
IAC-01,Identity & Access Management (IAM),Identification & Authentication,Mechanisms exist to facilitate the implementation of identification and access management controls.,Govern
IAC-01.1,Retain Access Records,Identification & Authentication,"Mechanisms exist to retain a record of personnel accountability to ensure there is a record of all access granted to an individual (system and application-wise), who provided the authorization, when the authorization was granted and when the access was last reviewed.",Protect
IAC-01.2,"Authenticate, Authorize and Audit (AAA)",Identification & Authentication,"Mechanisms exist to strictly govern the use of Authenticate, Authorize and Audit (AAA) solutions, both on-premises and those hosted by an External Service Provider (ESP).",Protect
IAC-01.3,User & Service Account Inventories,Identification & Authentication,Mechanisms exist to maintain a current list of authorized users and service accounts.,Identify
IAC-02,Identification & Authentication for Organizational Users,Identification & Authentication,"Mechanisms exist to uniquely identify and centrally Authenticate, Authorize and Audit (AAA) organizational users and processes acting on behalf of organizational users.",Protect
IAC-02.1,Group Authentication,Identification & Authentication,Mechanisms exist to require individuals to be authenticated with an individual authenticator when a group authenticator is utilized.,Protect
IAC-02.2,Replay-Resistant Authentication,Identification & Authentication,Automated mechanisms exist to employ replay-resistant authentication.,Protect
IAC-02.3,Acceptance of PIV Credentials,Identification & Authentication,Mechanisms exist to accept and electronically verify organizational Personal Identity Verification (PIV) credentials.,Protect
IAC-02.4,Out-of-Band Authentication (OOBA),Identification & Authentication,Mechanisms exist to implement Out-of-Band Authentication (OOBA) under specific conditions.,Protect
IAC-03,Identification & Authentication for Non-Organizational Users,Identification & Authentication,"Mechanisms exist to uniquely identify and centrally Authenticate, Authorize and Audit (AAA) third-party users and processes that provide services to the organization.",Protect
IAC-03.1,Acceptance of PIV Credentials from Other Organizations,Identification & Authentication,Mechanisms exist to accept and electronically verify Personal Identity Verification (PIV) credentials from third-parties.,Protect
IAC-03.2,Acceptance of Third-Party Credentials,Identification & Authentication,"Automated mechanisms exist to accept Federal Identity, Credential and Access Management (FICAM)-approved third-party credentials.",Protect
IAC-03.3,Use of FICAM-Issued Profiles,Identification & Authentication,"Mechanisms exist to conform systems to Federal Identity, Credential and Access Management (FICAM)-issued profiles.",Protect
IAC-03.4,Disassociability,Identification & Authentication,"Mechanisms exist to disassociate user attributes or credential assertion relationships among individuals, credential service providers and relying parties.",Protect
IAC-03.5,Acceptance of External Authenticators,Identification & Authentication,Mechanisms exist to restrict the use of external authenticators to those that are National Institute of Standards and Technology (NIST)-compliant and maintain a list of accepted external authenticators.,Protect
IAC-04,Identification & Authentication for Devices,Identification & Authentication,"Mechanisms exist to uniquely identify and centrally Authenticate, Authorize and Audit (AAA) devices before establishing a connection using bidirectional authentication that is cryptographically- based and replay resistant.",Protect
IAC-04.1,Device Attestation,Identification & Authentication,Mechanisms exist to ensure device identification and authentication is accurate by centrally-managing the joining of systems to the domain as part of the initial asset configuration management process.,Protect
IAC-04.2,Device Authorization Enforcement,Identification & Authentication,Mechanisms exist to enforce cryptographic communications keys to prevent one key from being used to access multiple devices.,Protect
IAC-05,"Identification & Authentication for Third-Party Technology Assets, Applications and/or Services (TAAS)",Identification & Authentication,"Mechanisms exist to identify and authenticate third-party Technology Assets, Applications and/or Services (TAAS).",Protect
IAC-05.1,Sharing Identification & Authentication Information,Identification & Authentication,Mechanisms exist to ensure external service providers provide current and accurate information for any third-party user with access to the organization's data or assets.,Protect
IAC-05.2,Privileged Access by Non-Organizational Users,Identification & Authentication,Mechanisms exist to prohibit privileged access by non-organizational users.,Protect
IAC-06,Multi-Factor Authentication (MFA),Identification & Authentication,"Automated mechanisms exist to enforce Multi-Factor Authentication (MFA) for: (1) Remote network access; (2) Third-party Technology Assets, Applications and/or Services (TAAS); and/ or (3) Non-console access to critical TAAS that store, transmit and/or process sensitive/regulated data.",Protect
IAC-06.1,Network Access to Privileged Accounts,Identification & Authentication,Mechanisms exist to utilize Multi-Factor Authentication (MFA) to authenticate network access for privileged accounts.,Protect
IAC-06.2,Network Access to Non-Privileged Accounts,Identification & Authentication,Mechanisms exist to utilize Multi-Factor Authentication (MFA) to authenticate network access for non-privileged accounts.,Protect
IAC-06.3,Local Access to Privileged Accounts,Identification & Authentication,Mechanisms exist to utilize Multi-Factor Authentication (MFA) to authenticate local access for privileged accounts.,Protect
IAC-06.4,Out-of-Band Multi-Factor Authentication,Identification & Authentication,Mechanisms exist to implement Multi-Factor Authentication (MFA) for access to privileged and non-privileged accounts such that one of the factors is independently provided by a device separate from the system being accessed.,Protect
IAC-06.5,Alternative Multi-Factor Authentication,Identification & Authentication,Mechanisms exist to enable alternative Multi-Factor Authentication (MFA) tokens when the primary MFA solution is not able to be used.,Protect
IAC-07,User Provisioning & De-Provisioning,Identification & Authentication,Mechanisms exist to utilize a formal user registration and de-registration process that governs the assignment of access rights.,Protect
IAC-07.1,Change of Roles & Duties,Identification & Authentication,"Mechanisms exist to revoke user access rights following changes in personnel roles and duties, if no longer necessary or permitted.",Protect
IAC-07.2,Termination of Employment,Identification & Authentication,"Mechanisms exist to revoke user access rights in a timely manner, upon termination of employment or contract.",Protect
IAC-08,Role-Based Access Control (RBAC),Identification & Authentication,"Mechanisms exist to enforce Role-Based Access Control (RBAC) for Technology Assets, Applications, Services and/or Data (TAASD) to restrict access to individuals assigned specific roles with legitimate business needs.",Protect
IAC-09,Identifier Management (User Names),Identification & Authentication,"Mechanisms exist to govern naming standards for usernames and Technology Assets, Applications and/or Services (TAAS).",Protect
IAC-09.1,User Identity (ID) Management,Identification & Authentication,Mechanisms exist to ensure proper user identification management for non-consumer users and administrators.,Protect
IAC-09.2,Identity User Status,Identification & Authentication,Mechanisms exist to identify contractors and other third-party users through unique username characteristics.,Protect
IAC-09.3,Dynamic Management,Identification & Authentication,Mechanisms exist to dynamically manage usernames and system identifiers.,Protect
IAC-09.4,Cross-Organization Management,Identification & Authentication,Mechanisms exist to coordinate username identifiers with external organizations for cross-organization management of identifiers.,Protect
IAC-09.5,Privileged Account Identifiers,Identification & Authentication,Mechanisms exist to uniquely manage privileged accounts to identify the account as a privileged user or service.,Protect
IAC-09.6,Pairwise Pseudonymous Identifiers (PPID),Identification & Authentication,Mechanisms exist to generate pairwise pseudonymous identifiers with no identifying information about a data subject to discourage activity tracking and profiling of the data subject.,Protect
IAC-10,Authenticator Management,Identification & Authentication,Mechanisms exist to: (1) Securely manage authenticators for users and devices; and (2) Ensure the strength of authentication is appropriate to the classification of the data being accessed.,Protect
IAC-10.1,Password-Based Authentication,Identification & Authentication,"Mechanisms exist to enforce complexity, length and lifespan considerations to ensure strong criteria for password-based authentication.",Protect
IAC-10.2,PKI-Based Authentication,Identification & Authentication,Automated mechanisms exist to validate certificates by constructing and verifying a certification path to an accepted trust anchor including checking certificate status information for PKI-based authentication.,Protect
IAC-10.3,In-Person or Trusted Third-Party Registration,Identification & Authentication,Mechanisms exist to conduct in-person or trusted third-party identify verification before user accounts for third-parties are created.,Protect
IAC-10.4,Automated Support For Password Strength,Identification & Authentication,Automated mechanisms exist to determine if password authenticators are sufficiently strong enough to satisfy organization-defined password length and complexity requirements.,Protect
IAC-10.5,Protection of Authenticators,Identification & Authentication,Mechanisms exist to protect authenticators commensurate with the sensitivity of the information to which use of the authenticator permits access.,Protect
IAC-10.6,No Embedded Unencrypted Static Authenticators,Identification & Authentication,"Mechanisms exist to ensure that unencrypted, static authenticators are not embedded in applications, scripts or stored on function keys.",Protect
IAC-10.7,Hardware Token-Based Authentication,Identification & Authentication,Automated mechanisms exist to ensure organization-defined token quality requirements are satisfied for hardware token-based authentication.,Protect
IAC-10.8,Default Authenticators,Identification & Authentication,Mechanisms exist to ensure default authenticators are changed as part of account creation or system installation.,Protect
IAC-10.9,Multiple System Accounts,Identification & Authentication,"Mechanisms exist to implement security safeguards to manage the risk of compromise due to individuals having accounts on multiple Technology Assets, Applications and/or Services (TAAS).",Protect
IAC-10.10,Expiration of Cached Authenticators,Identification & Authentication,Automated mechanisms exist to prohibit the use of cached authenticators after organization-defined time period.,Protect
IAC-10.11,Password Managers,Identification & Authentication,Mechanisms exist to protect and store passwords via a password manager tool.,Protect
IAC-10.12,Biometric Authentication,Identification & Authentication,Mechanisms exist to ensure biometric-based authentication satisfies organization-defined biometric quality requirements for false positives and false negatives.,Protect
IAC-10.13,Events Requiring Authenticator Change,Identification & Authentication,Mechanisms exist to change authentication credentials: (1) At predefined intervals; and/or (2) Upon suspicion of credential compromise.,Protect
IAC-10.14,Passkeys,Identification & Authentication,"Mechanisms exist to utilize passkeys, or equivalent cryptographic key pairing technologies, to authenticate users to Technology Assets, Applications and/or Services (TAAS).",Protect
IAC-11,Authenticator Feedback,Identification & Authentication,Mechanisms exist to obscure the feedback of authentication information during the authentication process to protect the information from possible exploitation/use by unauthorized individuals.,Protect
IAC-12,Cryptographic Module Authentication,Identification & Authentication,"Mechanisms exist to ensure cryptographic modules adhere to applicable statutory, regulatory and contractual requirements for security strength.",Protect
IAC-12.1,Hardware Security Modules (HSM),Identification & Authentication,Automated mechanisms exist to utilize Hardware Security Modules (HSM) to protect authenticators on which the component relies.,Protect
IAC-13,Adaptive Identification & Authentication,Identification & Authentication,Mechanisms exist to allow individuals to utilize alternative methods of authentication under specific circumstances or situations.,Protect
IAC-13.1,Single Sign-On (SSO) Transparent Authentication,Identification & Authentication,"Mechanisms exist to provide a transparent authentication (e.g., Single Sign-On (SSO)) capability to the organization's Technology Assets, Applications and/or Services (TAAS).",Protect
IAC-13.2,Federated Credential Management,Identification & Authentication,Mechanisms exist to federate credentials to allow cross-organization authentication of individuals and devices.,Protect
IAC-13.3,Continuous Authentication,Identification & Authentication,Automated mechanisms exist to enable continuous re-authentication through the lifecycle of entity interactions.,Protect
IAC-14,Re-Authentication,Identification & Authentication,Mechanisms exist to force users and devices to re-authenticate according to organization-defined circumstances that necessitate re-authentication.,Protect
IAC-15,Account Management,Identification & Authentication,"Mechanisms exist to proactively govern account management of individual, group, system, service, application, guest and temporary accounts.",Protect
IAC-15.1,Automated System Account Management (Directory Services),Identification & Authentication,"Automated mechanisms exist to support the management of system accounts (e.g., directory services).",Protect
IAC-15.2,Removal of Temporary / Emergency Accounts,Identification & Authentication,Automated mechanisms exist to disable or remove temporary and emergency accounts after an organization-defined time period for each type of account.,Protect
IAC-15.3,Disable Inactive Accounts,Identification & Authentication,Automated mechanisms exist to disable inactive accounts after an organization-defined time period.,Protect
IAC-15.4,Automated Audit Actions,Identification & Authentication,"Automated mechanisms exist to audit account creation, modification, enabling, disabling and removal actions and notify organization-defined personnel or roles.",Protect
IAC-15.5,Restrictions on Shared Groups / Accounts,Identification & Authentication,Mechanisms exist to authorize the use of shared/group accounts only under certain organization-defined conditions.,Protect
IAC-15.6,Account Disabling for High Risk Individuals,Identification & Authentication,Mechanisms exist to disable accounts immediately upon notification for users posing a significant risk to the organization.,Protect
IAC-15.7,System Account Reviews,Identification & Authentication,Mechanisms exist to review all system accounts and disable any account that cannot be associated with a business process and owner.,Protect
IAC-15.8,Usage Conditions,Identification & Authentication,Automated mechanisms exist to enforce usage conditions for users and/or roles.,Protect
IAC-15.9,Emergency Accounts,Identification & Authentication,"Mechanisms exist to establish and control ""emergency access only"" accounts.",Respond
IAC-16,Privileged Account Management (PAM),Identification & Authentication,"Mechanisms exist to restrict and control privileged access rights for users and Technology Assets, Applications and/or Services (TAAS).",Protect
IAC-16.1,Privileged Account Inventories,Identification & Authentication,Mechanisms exist to inventory all privileged accounts and validate that each person with elevated privileges is authorized by the appropriate level of organizational management.,Protect
IAC-16.2,Privileged Account Separation,Identification & Authentication,Mechanisms exist to separate privileged accounts between infrastructure environments to reduce the risk of a compromise in one infrastructure environment from laterally affecting other infrastructure environments.,Protect
IAC-16.3,Privileged Command Execution,Identification & Authentication,Mechanisms exist to ensure privilege change requests require additional levels of authentication.,Protect
IAC-16.4,Dedicated Privileged Account,Identification & Authentication,Mechanisms exist to assign dedicated privileged user accounts to be used solely for duties requiring privileged access.,Protect
IAC-17,Periodic Review of Account Privileges,Identification & Authentication,"Mechanisms exist to periodically-review the privileges assigned to individuals and service accounts to validate the need for such privileges and reassign or remove unnecessary privileges, as necessary.",Detect
IAC-18,User Responsibilities for Account Management,Identification & Authentication,"Mechanisms exist to compel users to follow accepted practices in the use of authentication mechanisms (e.g., passwords, passphrases, physical or logical security tokens, smart cards, certificates, etc.).",Protect
IAC-19,Credential Sharing,Identification & Authentication,"Mechanisms exist to prevent the sharing of generic IDs, passwords or other generic authentication methods.",Protect
IAC-20,Access Enforcement,Identification & Authentication,"Mechanisms exist to enforce Logical Access Control (LAC) permissions that conform to the principle of ""least privilege.""",Protect
IAC-20.1,Access To Sensitive / Regulated Data,Identification & Authentication,Mechanisms exist to limit access to sensitive/regulated data to only those individuals whose job requires such access.,Protect
IAC-20.2,Database Access,Identification & Authentication,"Mechanisms exist to restrict access to databases containing sensitive/regulated data to only necessary Technology Assets, Applications and/or Services (TAAS) or those individuals whose job requires such access.",Protect
IAC-20.3,Use of Privileged Utility Programs,Identification & Authentication,Mechanisms exist to restrict and tightly control utility programs that are capable of overriding system and application controls.,Protect
IAC-20.4,Dedicated Administrative Machines,Identification & Authentication,Mechanisms exist to restrict executing administrative tasks or tasks requiring elevated access to a dedicated machine.,Protect
IAC-20.5,Dual Authorization for Privileged Commands,Identification & Authentication,Automated mechanisms exist to enforce dual authorization for privileged commands.,Protect
IAC-20.6,Revocation of Access Authorizations,Identification & Authentication,Mechanisms exist to revoke logical and physical access authorizations.,Protect
IAC-20.7,Authorized System Accounts,Identification & Authentication,"Mechanisms exist to define and document the types of accounts allowed and prohibited on Technology Assets, Applications and/or Services (TAAS).",Protect
IAC-21,Least Privilege,Identification & Authentication,"Mechanisms exist to utilize the concept of least privilege, allowing only authorized access to processes necessary to accomplish assigned tasks in accordance with organizational business functions.",Protect
IAC-21.1,Authorize Access to Security Functions,Identification & Authentication,Mechanisms exist to limit access to security functions to explicitly-authorized privileged users.,Protect
IAC-21.2,Non-Privileged Access for Non-Security Functions,Identification & Authentication,"Mechanisms exist to prohibit privileged users from using privileged accounts, while performing non-security functions.",Protect
IAC-21.3,Management Approval For Privileged Accounts,Identification & Authentication,Mechanisms exist to restrict the assignment of privileged accounts to management-approved personnel and/or roles.,Protect
IAC-21.4,Auditing Use of Privileged Functions,Identification & Authentication,Mechanisms exist to audit the execution of privileged functions.,Detect
IAC-21.5,Prohibit Non-Privileged Users from Executing Privileged Functions,Identification & Authentication,"Mechanisms exist to prevent non-privileged users from executing privileged functions to include disabling, circumventing or altering implemented security safeguards / countermeasures.",Protect
IAC-21.6,Network Access to Privileged Commands,Identification & Authentication,"Mechanisms exist to authorize remote access to perform privileged commands on critical Technology Assets, Applications and/or Services (TAAS) or where sensitive/regulated data is stored, transmitted and/or processed only for compelling operational needs.",Protect
IAC-21.7,Privilege Levels for Code Execution,Identification & Authentication,Automated mechanisms exist to prevent applications from executing at higher privilege levels than the user's privileges.,Protect
IAC-22,Account Lockout,Identification & Authentication,Mechanisms exist to enforce a limit for consecutive invalid login attempts by a user during an organization-defined time period and automatically locks the account when the maximum number of unsuccessful attempts is exceeded.,Protect
IAC-23,Concurrent Session Control,Identification & Authentication,Mechanisms exist to limit the number of concurrent sessions for each system account.,Protect
